ID	Name	Average User Rating
323249918	Hexxagon	2.5
323375748	Big Deuce - Big 2 Classic	3.0
323833695	Archmage Defense Lite	3.5
324012853	Orbital	4.0
324018225	Tic Tac Toe: World Challenge	3.0
324331173	Stock Wars - Virtual Investing	3.5
324335340	Sudoku Deluxe\xae	4.5
324355661	Block Drop\xae	4.0
324530319	All American Girls Concentration Memory Game	2.0
324538716	Phoenix Emperor 50 Marks	4.5
324561305	Cleopatra\xae	3.5
324715902	Bored	3.5
326148795	Orient Express: The Train Simulator	3.0
326162486	Icy Escort	3.0
327098920	Alice Greenfingers	3.5
327244757	Space Control	2.5
327708154	HIARCS Chess	4.0
327755335	Mobile Aquarium	3.0
327771130	PUSHY lite	3.5
328034857	Ancient War	3.5
328168559	Backgammon NJ	4.0
328330651	Pebble Command	2.5
328415391	Yahoo Fantasy Football & more	3.5
329218549	Chess - Play & Learn	4.5
329466722	DodgeDot	3.0
329629837	Mummy: Tomb of the Lost Souls FREE	3.0
329707508	Cannon Siege	3.0
329911028	Slideswipe	5.0
330159662	Cows In Space	3.0
330222186	Fare City: Taxi Mania	3.5
330511928	Cartoon Wars Lite	4.0
331271904	Bloons TD	4.0
331513453	IpickMega	
331538702	Igowin Tutor	3.5
332424440	MILLIONAIRE TYCOON\u2122	3.5
333178201	Tic Tac Toe 3-in-a-row	3.0
333208117	Chain Rxn Free	3.5
333277750	Trump It	1.5
333279031	Titanic Rescue	3.0
333453221	Ninja TD Lite	3.5
334183810	Naval Fight	2.5
334187594	MILLIONAIRE TYCOON\u2122 : Free Realestate Trading Strategy Board Game	3.0
334436243	Chicken Chess	3.5
334546669	Earth Alliance: Earth Defense	
334616790	Gypsy Cards	3.0
334828574	Missile Pod Launcher	2.0
335019557	Stone Wars	3.5
335029050	Catan Classic	4.0
335049342	Solve Sudoku FREE	2.5
335249553	TowerMadness Zero	4.0
335498819	Vikings\u2122 Free	2.5
335523128	Galaxy Trek	4.0
335545504	King of Dragon Pass	5.0
335789094	Bad Apples	3.0
335929820	Sudoku Scrapbook	4.0
335941858	Handgun FREE	2.0
336106741	Fare City: Taxi Mania FREE	3.5
336302082	Art Of War 2: Global Confederation	3.0
336305171	Orbital Free	4.0
336472524	Arctopia: A Puzzle Game	4.0
337209160	"""Traveler's Quest"""	4.0
338117897	2012 Tumble	3.5
338348877	Runway Free	3.0
338490375	DropZap	3.0
338729908	Furballs!	3.5
338740447	"""Tap 'n' Pop Arcade: Group Remove"""	3.0
339224754	Pinochle Plus	4.0
339348074	Solo Noble - Peg Solitaire - Free	2.5
339451567	Pok\xe9 Dexter - Generation I to VI	3.0
339473599	Age of Conquest: North America	3.5
339597241	Jewel Lines Lite	2.5
339720335	Termite	3.5
340524558	"""Tap 'n' Pop Arcade: Group Remove (FREE)"""	2.5
340590296	T-Bomb	
340769953	Trenches	4.0
341089820	Solitaire Classic	3.5
341239927	Fragmental 3D - Build Lines with Falling Blocks!	4.0
341288790	ShotTacToe	5.0
342097431	European War	3.5
342254531	Catch-21	3.0
342648612	TapOut by Tapjoy	3.5
342960702	Red Conquest! (Episodes 1 & 2!)	4.0
343751704	Alien Antigens Lite	2.0
343795703	Shredder Chess Lite	4.0
343816134	Home Sweet Home LITE	3.5
344058289	Six Logic: Use your Brain!	4.0
344115274	Zen Wars	4.0
344942625	3 Boxes	2.5
345015452	Age of Conquest: Asia	3.5
345748786	Strimko Lite	3.5
346622193	Rogue Planet - FREE	3.5
346656942	Fragmental 3D Lite - Build Lines with Falling Blocks!	2.5
346728338	"""Gerry's Pegs"""	2.0
347024989	Merchant	3.5
347872059	European War Lite	3.5
347920086	Instant Chess	4.0
347990652	Solve My Sudoku Penultimate	2.0
347996243	Optia	4.0
348056335	Hipercubo	3.0
348308731	2012 Zombies vs Aliens Warfare	3.5
348639431	Crazy Chess Random - BA.net	2.0
348741265	Bungee Stickmen - Australian Landmarks {LITE +}	3.0
348741265	Bungee Stickmen - Australian Landmarks {LITE +}	3.0
348792842	Tic Tac Toe Countdown	3.5
348795059	Space Harvest	4.0
349841578	Shark Attack Lite	3.0
351086172	Pinochle	4.5
351214816	Space Adventure	2.5
351448383	M\xfc	4.0
351683087	Two Hearts	3.0
352292715	TankTigersES	3.5
353864056	ADMIRAL : Battle for Uranium	3.0
353941606	Vile Haberdashery	3.0
355022891	Laser Chess	1.5
355524910	Worms 2: Armageddon	4.5
356086906	1 2 25	3.0
356153459	"""Akira Watanabe's TsumeShogi, intermediate course"""	
356161101	Taxi Gone Crazy	3.5
356277312	Sync-Ball	5.0
356578890	Musket & Artillery: American Revolutionary War Lite	3.5
357039281	64andWomen	
357708798	Bubble Shooter Classic	2.5
358060284	Chess+More	3.0
358348579	Chicks	3.0
358617686	Shogi Lv.100 (Japanese Chess)	4.5
359033497	Mills And More Lite	3.0
359060159	TheBench	2.5
359081738	Chrome-8	4.5
359891723	ESPN Tournament Challenge	4.0
360918170	River Tower Defence - Free tower defense games	2.5
361294339	Mahjong!	3.0
361967071	Nuclear Defence	
362548659	Lonpos Lite	2.5
362562850	Sudoku Tablet	2.5
362890121	Spider Solitaire Classic	3.5
363480718	Warlords: Call To Arms	3.5
363503154	Worms HD	3.5
364165557	Small World 2	4.0
364204209	Fieldrunners for iPad	4.0
364478839	Chinese Checkers Lite	4.0
364502845	Free Cell Classic	4.0
364575127	"""Ada's Hospital"""	3.0
364741787	WORP HD - Next Gen Solitaire Puzzle	5.0
364854741	SmartGo Kifu	4.5
364870866	Touch Physics HD	4.0
364895370	Tank Ace 1944 HD	2.5
364900027	Shredder Chess for iPad	4.5
364902376	Airport One	2.5
364918873	Fish Farm	3.5
365417902	G.Blacksmith Lite	3.0
365445568	You & Me - Boxes Lite	2.5
365520139	Succulent Expressions	
365735712	Airport Madness Mobile	3.5
366158571	"""Eric's Spider Solitaire Lite"""	2.5
366159742	"""Eric's Spider Solitaire HD"""	4.5
366161039	"""Eric's FreeCell Solitaire Pack HD"""	5.0
366161441	"""Eric's Spider Sol HD Lite"""	3.0
366248696	Chess Premium HD	4.5
366253054	Dream Travel Agency	2.5
366536578	Tank Ace 1944 HD Lite	2.0
366561888	Pitch	4.0
366798640	Four Tribes	3.0
366939020	Airport Madness Mobile Lite	3.5
367107953	Farm Story\u2122	4.0
367233816	Gipsy King	
367235715	Slotter	2.5
367248882	Mine Searcher	
367278729	"""Eric's Spider Solitaire!"""	4.5
367322717	Capita	3.5
367324774	PocketM - \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22	3.5
367568101	Shogi Lv.100 for iPad (Japanese Chess)	4.0
367637700	Chess HD  \u2219	4.0
367907414	3D Benchmark	2.5
368167255	RuneRun	1.5
368425673	Park Star Lite	3.0
368440550	ALERT! Finger Button Fun (FREE)	3.0
368841090	TowerMadness HD	4.5
369230474	Square-Off - An Educational Game from School Zone	3.0
369632622	Empire Ascendant Lite	3.0
370505059	Frosting Free	3.0
370559102	Land Air Sea Warfare	4.0
370826800	Crank It! - Letters - Brain Teaser	3.0
371177212	Crank It! - Numbers - Brain Teaser	2.0
371267033	"""Ada's Fashion Show"""	3.5
371323725	Tactica - Turn Based Strategy	3.5
371380665	Backgammon NJ HD	4.0
371670940	Tate Trumps	2.5
372283052	Sudoku Colors HD	3.0
372344620	Slice the Ice - Physics Game	
372918687	Hero Wars : Free	4.0
373002953	Blood & Honor No Ads	4.0
373258797	Kakinoki Shogi for iPad	3.0
373750568	G.Blacksmith.Color Lite	3.5
373751016	Agent-X free	
374143422	Magic Alchemist	5.0
374166033	Fantastic Checkers Go	3.5
374226978	Igowin Pro	4.0
374559518	Galactic Empires: Age of Battle	3.0
374976525	Trainwreck	
375694800	Simply Gomoku HD	3.5
375715528	Keno Pad	4.5
375968612	Sensible Soccer Skills	3.0
376098160	Bubble Explode - Blast Shooter	3.5
376129315	Collider\xae	4.0
376533255	Nuclear Defence HD	1.5
376555565	PocketM HD -  \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22	3.5
376637764	Oubliette	3.0
376659240	000XXX	
376949996	Zombie Dice	4.0
377182568	My Kingdom for the Princess HD	4.5
377544857	Aqueduct	4.5
377617125	Destroy9 Limit	3.5
377664389	Dice Match	4.0
377734408	Lux USA - American Civil War	3.0
377883789	Hero Wars : Lite	4.0
378161776	\u25bbCHESS	4.5
378290829	Arimaa Trainer	4.0
378491005	Magic Alchemist Classic	4.0
378652919	Destroy9 - Alien Free	3.5
378756466	Domino for iPhone	4.0
378772227	Train Conductor 2: USA	4.0
379424297	My Kingdom for the Princess HD Lite	4.0
379485289	Tic Tacky To	2.5
379824953	Peppers Lite The  Game	3.0
380290526	"""Helsing's Fire"""	4.0
380862211	Bubble Explode Pro	4.5
381004911	Conquist Lite	4.0
381118863	Blocks Mania	3.5
381945962	Taipan! Mobile	3.0
382010483	Morocco HD	4.5
382635254	Robo Logic 2 HD - Lite	3.0
382679047	Imperial	3.5
382693659	Nether Earth	3.0
382783275	Legends of Elendria: The Frozen Maiden	3.0
383152745	"""Reiner Knizia's Medici HD"""	4.5
383244367	Fanoron	1.5
384357212	Aqua Globs HD	3.0
384367567	Bomb Squad Patrol	5.0
384372078	Dragon Go Client	4.5
384405726	TD Free	3.0
384844988	Valor\u2122	4.0
384855809	Simply Gomoku	3.0
384864839	Squares HD	
385429453	Simulator for Starcraft 2 Lite	2.5
385673850	"""Jean's Boutique Lite"""	3.5
385706933	Musket & Artillery: American Revolutionary War for iPad	3.0
385726463	"""Guns'n'Glory"""	4.0
385902072	"""Guns'n'Glory Premium"""	3.5
386104577	Age of Conquest: World	3.0
386129283	Tap Tanks Lite	4.0
386151503	Niggle (Oh Hell)	3.0
386223177	Switch: Color Flip	4.5
386260074	Digital Chess Clock	4.5
387156198	Eenies\u2122 at War	4.0
387310377	IQ Test: Calculate your IQ	2.0
387320055	Starbase Command	3.5
387351111	Tap Tanks HD Lite	3.5
387650111	Symmetry Shuffle	4.5
387851983	War of the Gods	3.0
387944315	Blood & Honor: War and Risk	4.0
388187669	Bees vs Ants Lite	4.0
388615745	HexAddict Free	2.5
388977544	Anagram & Crossword Assistant	
389066545	Chess Knight Go	3.5
389361884	Ten Drops	4.0
389456852	Shogi Live	4.5
389762204	Magic Life Counter	4.5
389983347	Bomb Squad Patrol LITE	
390422167	Catan Classic HD	4.0
390442890	Jumping Frog HD Lite	3.0
390817401	Bicentenario 2010: Los H\xe9roes de M\xe9xico	4.0
391098251	Mind Twist	3.0
391234866	Hedgewars	2.5
391239935	Land Air Sea Warfare HD RTS	4.0
391294299	Trek Quest HD	2.5
391297152	Neuroshima Hex	4.5
391507083	Farm Aquarium	
391545915	Hammurabi, The Game	1.5
391563661	Hunt The Dragon	2.5
391986469	Hypno Digit	2.5
391988755	International Draughts 10x10	2.5
392789372	Stratosfall	4.5
392885979	Live Chess	4.0
392918110	War of the Gods for iPad	3.5
393180444	Decked Builder Lite	3.5
393340337	Lead Wars	4.0
393467276	Touch of Combat Lite	2.5
393567084	Free Tiles Slider Puzzle For Kids(Picture Slider)	3.0
393575110	Airport Madness Challenge	4.0
393575527	Airport Madness Challenge Lite	4.0
393734203	REVLUX Reverseit	2.0
393917657	Advanced Mill	4.0
394057299	Battleheart	4.5
394314909	Tanks and Turrets	3.5
394633422	Tic Tac Toe	
394634657	SimpleChess (Online)	4.5
395130613	Army Lines	3.5
395183271	Panzer Elite	3.5
395232844	"""Sally's Spa HD"""	4.0
395928305	MiniTycoon Casino	2.5
396085661	Game Dev Story	4.5
396103539	Sentinel 3: Homeworld	4.5
396346039	ScriboLite	
396597126	Free Sudoku Unlimited	2.5
396607391	Muhle and Mills	4.0
396837225	Cartoon Wars 2: Heroes	4.5
397090691	Decked Builder	4.5
397635670	Simply Gomoku Online	4.0
397836467	Hotel Dash Deluxe	4.5
397998531	Planet Minesweeper 3D	4.0
398113284	Scribo	
398133128	SparkChess Pro	4.5
398398860	Chess Trainer	3.5
398884361	Spooky House \xae Halloween	4.0
398916179	CrossPix Magic Express	3.0
398941864	Zombie Trailer Park	4.0
398975927	Stratego \xae Single Player	3.5
399192982	"""Emily's Flights Lite"""	3.5
399226597	PipeRoll	4.0
399232537	Flower Shop Big City Break Lite	3.0
399710457	Hotel Dash	4.5
400190405	"""Jean's Boutique Deluxe"""	3.5
400213892	"""Reiner Knizia's Ra"""	4.5
400458573	Tracks	3.0
400600724	Girls Cooking Games - Free barbecue cooking games	3.0
400627033	"""Jean's Boutique: Holiday"""	4.0
401227598	FiveInRow	
401377159	Gem Struck	4.0
401468962	Alphabet Race	3.5
401529229	Panzer Elite Lite	3.5
401710533	Hotel Dash: Suite Success Deluxe	4.0
402131111	E.G. Chess	3.5
402362706	European War Lite for iPad	3.5
402516081	Aqueduct 101	4.0
402793509	Bomber Captain	3.5
403016297	Chess..	1.5
403728103	Executive Checkers	4.0
404016931	Simply Solitaire HD	4.0
404018064	Just Solitaire: Russian	4.0
404019594	Just Solitaire: 40 Thieves	4.0
404242044	Checkers \u2116 1	4.5
404515795	Emross War	3.0
404553553	Bloons TD 4	4.5
404761993	Infinite Battles	2.0
404768115	Shopping Mogul	3.0
404976414	Galactic Conquest LITE!	2.5
405094331	Accessible Minesweeper	4.5
405430582	10-in-1 Board Games BA.net	2.5
405430582	10-in-1 Board Games BA.net	2.5
405705981	RobotNGun	4.5
406328480	My Kingdom for the Princess II HD	4.0
406369517	Two Worlds II Castle Defense Lite	3.0
406456426	PANDANET(Go)	3.5
406479628	Two Worlds II Castle Defense Lite HD	3.5
406492638	Yin and Yang	4.0
406516620	Galaxy Trek for iPad	4.5
406748411	NBTD Solitaire	4.5
406812630	DigitZ - Brain-building addictive fun!	
406839347	East Front 2 HD	2.5
406947559	A1 Game Clock	3.0
407003328	I.Q. - Test	3.0
407010291	Musket & Artillery: American Revolutionary War Lite for iPad	3.5
407124620	Euchre HD	4.0
407137912	Tanks and Turrets HD	4.0
407201718	"""Helsing's Fire HD"""	4.5
407440776	US Warfare: Invasion	3.5
407653571	Hanto: Free Amazing Hex Board Game	4.0
407678003	Hack RUN	4.5
407755896	Snowman Play Swap	
407771155	Kafka	
408057561	Five Field Kono	3.0
408198768	Guess Number Free	3.5
408219960	Easy Oware	
408259891	Bubble Shooter Game Classic	4.0
408302797	Empire Online	4.5
408347359	AngerOfStick2	4.5
408470758	Try Try Again	2.0
408624898	DOFUS : Battles Lite	5.0
408625309	DOFUS : Battles HD	4.5
408625686	DOFUS : Battles HD Lite	4.5
408829853	ROMANCE OF THE THREE KINGDOMS\u30002	3.5
408841149	Fun Bridge	4.5
408854559	Hot Springs Story	4.5
408950034	Countess Thalia Solitaire	
409292873	TowrCraft	3.5
409567943	European War 2	4.5
409678376	CrossOver	
409784210	AngerOfStick2: Free	4.0
409833853	Doodle Jewels	4.5
409909263	Catcha Mouse HD	3.5
409984283	My Kingdom for the Princess II HD Lite	4.0
410022507	Countess Thalia Solitaire Lite	
410064207	Liquid Defense Lite	2.0
410067664	Hydrothermal Lite	2.5
410091935	Doodle Jewels Lite	4.0
410204657	Pai Gow Tutor	4.5
410290778	World to Conquer	3.5
410784366	Castle Wars	4.0
411221095	Vikings and Bankers	2.5
411270782	Esfera Chess	3.5
411674051	Empire Quest	
411753537	"""Tap 'n' Pop HD Lite"""	3.5
412061659	East Front 2	4.0
412089940	Bubble Ball	3.0
412097279	Notakto	4.5
412157089	Splat It! - Free	3.0
412325632	"""Tap 'n' Pop HD"""	4.0
412445736	CrossOver HD	
412502748	Easy Chess	1.0
412502748	Easy Chess	1.0
412539922	RPS World Masters - Online Rock Paper Scissors	3.5
412654105	Bad Air Day LITE	3.5
412719734	Dash Race	4.0
412782761	Padd Trek	4.5
412792847	Sudoku 81 Squares FREE \u6578\u7368 \uc2a4\ub3c4\ucfe0 81\u4e57 \u0421\u0443\u0434\u043e\u043a\u0443 10000 sudoku puzzles	4.0
412839962	Fruit Remover	4.0
412866572	Bees & Flowers	2.0
413107891	SOS Puzzle Free!	1.5
413249836	European War 2 for iPad	4.5
413427295	Bubble Pops! - Free Bubble Busting Strategy Game	3.5
413443169	Full Deck Solitaire	4.5
413483193	Farm Aquarium HD	
413576141	Halma	
413611238	POP ROCKS WORLD - MUSIC RPG GAME	2.5
413642222	KAPICU	4.0
413779660	NBTD Solitaire Lite	4.0
413936788	MarbleMatch	4.0
414305870	Jewel Lines HD	4.0
414395517	Inside Trader Lite 3	2.0
414396969	Jewel Lines HD Lite	2.0
414498557	NBTD FreeCell	4.0
414658364	Anthill	5.0
414723566	Smoothie Moves \u2122	4.0
414786592	Puzzle Marble Free	3.0
414788461	Puzzle Marble HD Free	2.5
414870851	Find the differences Puzzle - Spot the Difference games	4.0
415231898	Are You Quick Enough? Training - The Ultimate Reaction Test	4.0
415236673	Enemy Alert!	3.5
415596610	Peg Board	4.0
415606677	"""Ada's Shopping Mall"""	3.5
415611962	"""Reiner Knizia's Labyrinth HD Lite"""	3.5
415915620	Doodle Jewels HD	4.0
415918754	Doodle Jewels HD Lite	3.5
416254013	Decked Builder HD	4.5
416757122	War 2 Victory	3.0
416766984	DOGFIGHT!	3.0
416791138	Hammurabi, The Game - HD	
417116053	TicTacToe Master3D	
417579453	Take 1 or 2	
417634445	Hekkie Hek	
417715370	Shatranj	
417722771	Poshi Toky	
417725235	Forklift Guy	4.0
417726752	ChessBase Online	2.5
418186982	Mixture	3.5
418508494	"Catch the Donut Game Lite ""iPad Edition"""	2.5
418510736	GemCraft	4.5
418603735	Jewish Temple Jigsaw Puzzle Game HD Lite	
418743655	Sudoku *	2.5
418784843	METAWAR	3.5
418816633	Eugene Chess HD	3.0
418974698	Companions	4.5
419242369	Flip \u25cc	4.0
419342105	Crazy Harbor	3.5
419424268	Sea Jurassic Craft	4.5
419568487	Farm Frenzy 3 Free	3.0
419584432	Dyson Telescope Game	4.5
419812538	Online Sniper League	4.5
419878771	European War 2 Lite	4.0
420143542	European War 2 Lite for iPad	4.0
420150260	Golden 4	
420150260	Golden 4	
420263615	Drug Wars!	4.0
420352842	DOFUS : Battles	4.5
420374009	Shatranj HD	
420880715	Shogi Demon XL	4.0
420903765	Balloon Explosion	
421205743	Conquist 2	4.5
421399481	RollRover Free	5.0
421785586	Defender of Diosa	4.0
421864154	Lords & Knights - Medieval MMO	4.5
421978997	NBTD FreeCell Lite	4.0
422274101	Space Cargo	
423000476	Top Chess	3.5
423198259	Chess Tiger Pro	5.0
423402184	"FiveInRowLT - ""Five in a Row"""	
423533300	Fast Traffic	3.5
423637440	Radzone : The Nuclear War Game	3.5
423637742	Puissance 4 Lite	
423759279	Doodle Train - Railroad Puzzler	4.0
423783267	Backgammon Gold	3.5
423911691	Rift Soul Calculator	4.5
424376330	Balance IT	2.5
424424767	Jungle Games Free	4.0
424610463	"""9 Men's Morris"""	3.5
425093062	Ace Lie Detector Polygraph	3.0
425160860	Mother Of All Battles	4.0
425200130	Word Assist	
425353652	Sunshine Acres Lite	3.5
425353674	Sunshine Acres HD Lite	4.0
425440680	Bees	4.0
425645888	Lines Classi\u0441	4.5
426068335	"""Ada's Fitness Center"""	3.5
426392350	Great Little War Game HD	4.5
426415634	Bloons TD 4 HD	4.0
426444406	Minesweeper!	4.5
426603626	World Conqueror 1945	4.5
426603626	World Conqueror 1945	4.5
426892039	Bobby Fischer Complete Collection	2.0
427150724	World Conqueror 1945 for iPad	4.5
427192720	Classic Lines	3.5
427419772	Forbidden Island	4.5
427480057	"""Garry Kasparov's Complete Chess Collection"""	2.5
427792386	Pocket Bugs & Photo Destroyer: Destroy insects and relief stress!	3.5
427965905	11Go	4.0
428050762	Plush Wars Lite	3.0
428143938	Hanto HD: Table-top Strategy Forever!	3.0
428149193	Go Books	4.0
428552942	Plush Wars HD Lite	3.5
428875551	"""Kasparov's Choice: 100 Influential Chess Games"""	2.5
429000513	"""Sally's Studio"""	4.5
429102963	Brain Teaser Extreme	4.0
429392137	Squidge Rush Lite	
429597970	Hack RUN Lite	4.0
429844857	"""Jean's Boutique 2!"""	4.0
429886090	Forklift Guy Lite	3.5
430139573	War 2 Victory HD	3.5
430252596	Draft Trainer	3.5
430656610	Somalia Game	4.5
430813415	Power Duel	
430907397	Crime City	4.0
430920838	Tikal	4.5
431074398	Trenches: Generals	3.5
431992865	Master Solitaire	4.0
432012251	Mathoku	
432022189	#Lost in Space	4.5
432080204	Pocket Academy	4.5
432094282	Stacking Island	3.5
432280308	Fishing Life	4.5
432432026	Acquisition	
432504470	Ticket to Ride	4.0
432631433	TapDefenseHD	3.5
432778305	Hack RUN 2 - Hack ZERO	4.5
432783861	Assault Commander Ultimate	4.0
432827559	Chess Puzzles Pro	3.0
432861835	9Heroes Defence : Zombie Invasion	4.5
432873925	Tactical Warrior Lite	4.5
432878907	Control Craft	3.5
432888433	Koi Kei Bakery Lite	3.5
432969074	Outwitters	4.5
433045102	DinerTown Pets	4.5
433341409	Decked Drafter	3.0
433843875	TowrCraft HD	3.5
434159374	Bees HD	4.5
434377009	Lines Master Game	4.0
434815663	400 Arba3meyeh Multiplayer	2.5
435039432	Avatar Fight	4.5
435285971	Dragon Lords	4.5
435347306	Dudu Link	4.0
435371884	World Conqueror 1945 Lite	4.0
435373843	World Conqueror 1945 Lite for iPad	4.0
435798758	Tutorial for ROBLOX	3.0
435937858	Chess Club - Open	4.0
436096119	Mathemagical	
436134281	Battle On The Sea for iPad	4.0
436134281	Battle On The Sea for iPad	4.0
436134867	Jelly Defense	4.5
436636773	Explosive \u9ed1\u767d\u68cb	4.0
436679941	Stupid Test: Brainteasers, Trivia, and Logic	
436684234	Musket Smoke	4.5
436691368	Klaverjassen	4.5
436693646	Frozen Equilibrium	5.0
437077202	Antroad Defense for iPhone (Retina support)	4.5
437080806	Grand Defense	4.0
437602797	Robotek	4.0
437665714	"""Sally's Studio HD"""	3.5
437978188	Hack RUN 2 - Hack ZERO HD	4.5
438032206	MemPathy	
438044811	Ching Chang Chong	
438053238	Crimson: Steam Pirates	4.5
438081990	PicoPicoFighters	4.5
438178197	Pioneer Lands lite: western settlers strategy	4.0
438375580	Starbase Orion	4.5
438422672	Battle-Boats Extreme	2.5
438437326	Puerto Rico HD	4.5
438669536	Island Tribe HD Free	3.0
438669885	Spell Words	
438904674	QQ Restaurant	4.0
438932271	Siga	4.0
439128449	Tanks and Turrets Off-Road HD	4.5
439248947	Catanerator - Map Generator	3.5
439577614	Memory Burn	
439895364	Match Flowers	4.0
440119351	"""Delicious - Emily's Childhood Memories"""	4.0
440131973	"""Delicious - Emily's Childhood Memories - FREE"""	4.0
440317442	Parcheesi Online Prime	3.5
440480260	Bubble Shootix	4.0
440484760	Street Parking - 3D car parking and driving simulation	3.5
440513050	TITUS - Politics is not a game	4.5
441044224	Guide for The Heist\xae - How to Crack the Vault	3.5
441057185	"""Ada's Kindergarten"""	3.5
441081314	Stupid Test - Brainteasers, Trivia, and Logic	3.5
441081494	Idiot Test - Brain Teasers and Mind Games	3.0
441192740	Steambirds: Survival	4.0
441878713	Modern Ludo	4.0
